,timestamp,temperature
25962,2017-01-01 00:20:00,3.0
25963,2017-01-01 00:50:00,2.0
25964,2017-01-01 22:50:00,4.0
25965,2017-01-01 23:20:00,4.0
25966,2017-01-01 23:50:00,5.0
25967,2017-01-02 00:20:00,5.0
25968,2017-01-02 00:50:00,5.0
25969,2017-01-02 01:00:00,4.7
25970,2017-01-02 01:20:00,4.0
25971,2017-01-02 01:50:00,4.0
25972,2017-01-02 02:20:00,3.0
25973,2017-01-02 02:50:00,3.0
25974,2017-01-02 03:20:00,4.0
25975,2017-01-02 03:50:00,5.0
25976,2017-01-02 04:00:00,5.4
25977,2017-01-02 04:20:00,5.0
25978,2017-01-02 04:50:00,6.0
25979,2017-01-02 05:20:00,6.0
25980,2017-01-02 05:50:00,5.0
25981,2017-01-02 06:20:00,5.0
25982,2017-01-02 06:50:00,4.0
25983,2017-01-02 07:00:00,4.5
25984,2017-01-02 07:20:00,5.0
25985,2017-01-02 07:50:00,4.0
25986,2017-01-02 08:20:00,5.0
25987,2017-01-02 08:50:00,6.0
25988,2017-01-02 09:20:00,7.0
25989,2017-01-02 09:50:00,8.0
25990,2017-01-02 10:00:00,8.2
25991,2017-01-02 10:20:00,9.0
25992,2017-01-02 10:50:00,11.0
25993,2017-01-02 11:20:00,11.0
25994,2017-01-02 11:50:00,12.0
25995,2017-01-02 12:20:00,12.0
25996,2017-01-02 12:50:00,13.0
25997,2017-01-02 13:00:00,13.0
25998,2017-01-02 13:20:00,13.0
25999,2017-01-02 13:50:00,13.0
26000,2017-01-02 14:20:00,13.0
26001,2017-01-02 14:50:00,13.0
26002,2017-01-02 15:20:00,12.0
26003,2017-01-02 15:50:00,12.0
26004,2017-01-02 16:00:00,12.1
26005,2017-01-02 16:20:00,11.0
26006,2017-01-02 16:50:00,11.0
26007,2017-01-02 17:20:00,11.0
26008,2017-01-02 17:50:00,11.0
26009,2017-01-02 18:20:00,11.0
26010,2017-01-02 18:50:00,11.0
26011,2017-01-02 19:00:00,10.7
26012,2017-01-02 19:20:00,11.0
26013,2017-01-02 19:50:00,12.0
26014,2017-01-02 20:20:00,11.0
26015,2017-01-02 20:50:00,13.0
26016,2017-01-02 21:20:00,11.0
26017,2017-01-02 21:50:00,9.0
26018,2017-01-02 22:00:00,8.9
26019,2017-01-02 22:20:00,9.0
26020,2017-01-02 22:50:00,10.0
26021,2017-01-02 23:20:00,10.0
26022,2017-01-02 23:50:00,9.0
26023,2017-01-03 00:20:00,9.0
26024,2017-01-03 00:50:00,8.0
26025,2017-01-03 01:00:00,8.7
26026,2017-01-03 01:20:00,9.0
26027,2017-01-03 01:50:00,9.0
26028,2017-01-03 02:20:00,10.0
26029,2017-01-03 02:50:00,9.0
26030,2017-01-03 03:20:00,9.0
26031,2017-01-03 03:50:00,9.0
26032,2017-01-03 04:00:00,11.7
26033,2017-01-03 04:20:00,13.0
26034,2017-01-03 04:50:00,13.0
26035,2017-01-03 05:20:00,13.0
26036,2017-01-03 05:50:00,13.0
26037,2017-01-03 06:20:00,13.0
26038,2017-01-03 06:50:00,13.0
26039,2017-01-03 07:00:00,12.9
26040,2017-01-03 07:20:00,13.0
26041,2017-01-03 07:50:00,13.0
26042,2017-01-03 08:20:00,13.0
26043,2017-01-03 08:50:00,13.0
26044,2017-01-03 09:20:00,12.0
26045,2017-01-03 09:50:00,11.0
26046,2017-01-03 10:00:00,11.6
26047,2017-01-03 10:20:00,14.0
26048,2017-01-03 10:50:00,13.0
26049,2017-01-03 11:20:00,14.0
26050,2017-01-03 11:50:00,13.0
